,pickup_date,pickup_hour,Condition,Precip,Precip_Accum,pickup_dayofweek,PULocationID,count,speed
33593573,13/6/2018,8,3,0,0,2,232,15,8.602
33606246,13/6/2018,9,2,0,0,2,232,12,7.69083333
33617701,13/6/2018,10,3,0,0,2,232,16,7.819375
33628887,13/6/2018,11,3,0,0,2,232,12,8.99666667
33640927,13/6/2018,12,14,0,0,2,232,11,8.85272727
33652722,13/6/2018,13,14,0,0,2,232,4,8.1475
33664031,13/6/2018,14,3,0,0,2,232,8,7.76625
33675021,13/6/2018,15,3,0,0,2,232,13,8.47230769
33685560,13/6/2018,16,3,0,0,2,232,8,8.19625
33697257,13/6/2018,17,3,0,0,2,232,12,8.97916667
33711756,13/6/2018,18,2,0,0,2,232,12,8.88333333
33727356,13/6/2018,19,2,0,0,2,232,13,9.79615385
33740664,13/6/2018,20,1,0,0,2,232,14,9.585
33753785,13/6/2018,21,1,0,0,2,232,18,11.23
33765931,13/6/2018,22,1,0,0,2,232,22,10.1727273
33775808,13/6/2018,23,1,0,0,2,232,21,10.2119048
33781263,14/6/2018,0,2,0,0,3,232,10,12.515
33783868,14/6/2018,1,14,0,0,3,232,10,10.911
33785221,14/6/2018,2,4,0,0,3,232,4,8.915
33785973,14/6/2018,3,1,0,0,3,232,2,10.61
33791724,14/6/2018,6,1,0,0,3,232,4,11.5275
33799588,14/6/2018,7,1,0,0,3,232,13,11.1469231
33810877,14/6/2018,8,1,0,0,3,232,8,9.21875
33822686,14/6/2018,9,1,0,0,3,232,18,8.38611111
33833595,14/6/2018,10,1,0,0,3,232,8,8.78375
33844525,14/6/2018,11,1,0,0,3,232,8,6.68125
33855591,14/6/2018,12,1,0,0,3,232,8,7.6825
33867309,14/6/2018,13,1,0,0,3,232,8,8.5525
33879401,14/6/2018,14,1,0,0,3,232,5,6.472
33891244,14/6/2018,15,1,0,0,3,232,12,8.545
33901847,14/6/2018,16,1,0,0,3,232,6,7.075
33913741,14/6/2018,17,1,0,0,3,232,8,7.44875
33927845,14/6/2018,18,1,0,0,3,232,14,8.99428571
33943336,14/6/2018,19,1,0,0,3,232,7,10.2214286
33957037,14/6/2018,20,4,0,0,3,232,19,10.7542105
33970559,14/6/2018,21,1,0,0,3,232,24,10.4825
33983126,14/6/2018,22,1,0,0,3,232,27,10.6151852
33993786,14/6/2018,23,1,0,0,3,232,31,9.63322581
